Organization,Link,Sentence,isWayback,Label,Generality,Approximation,Degree,Combinatory,Explicit Subjectivity,Vagueness Label
Enbridge,https://www.enbridge.com/media-center/news/details?id=123713&lang=en,"To this end, the Company set ambitious ESG goals in 2020, which include net zero on Scope 1 and 2 emissions by 2050 with an interim target to reduce the intensity of its greenhouse gas (GHG) emissions 35% by 2030.",False,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123769&lang=en,"Issued US$2.3 billion aggregate amount of sustainability-linked bonds (SLB) in the U.S., further strengthening Enbridge's commitment to its emissions reduction goals",False,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123713&lang=en,"That approach is driving our strategies at Enbridge, including investment in renewables and new low-carbon energy infrastructure, and setting near-term emissions reduction targets and net zero by 2050.",True,1,,,"low, near, new",,our,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123736&lang=en,"TGE's large development portfolio is well-positioned to capitalize on this growth, including 3.9 GW of renewable generation projects TGE previously sold to operators, which will generate development fees and accretion to distributable cashflow per share in the first year following the acquisition of TGE.",False,1,,,large,well,,0
Suncor Energy,http://web.archive.org/web/20221007101949/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-06-06-pathways-press-release-en.pdf?modified=20220907174624,"MEG is an energy company focused on sustainable in situ thermal oil production in the southern Athabasca oil region of Alberta, Canada.",True,1,,,,,,1
Shell Canada,https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2025/shell-increases-interest-in-scotford-upgrader-and-quest-ccs-facility-and-fully-exits-oil-sands.html,"Also, in this media release we may refer to Shell's ""Net Carbon Intensity"" (NCI), which includes Shell's carbon emissions from the production of our energy products, our suppliers' carbon emissions in supplying energy for that production and our customers' carbon emissions associated with their use of the energy products we sell.",False,1,,,,,"our, we",0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/52b910c1-6fa6-4005-b3c2-58a1956dd8cd,"Cedar LNG is a partnership between the Haisla Nation and Pembina Pipeline Corporation (Pembina) and is strategically positioned to leverage Canada's abundant natural gas supply and provide a critical, Indigenous-partnered solution to support the global clean energy transition.",True,1,"a, between",,,"abundant, clean, critical, natural",,1
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1223/04/0509_q119-front-end.pdf,"At Canadian Natural's Oil Sands Mining and Upgrading and thermal in situ operations, which represent approximately 65% of the Company's liquids production, the Company's emissions intensity is only approximately 5% higher than the average intensity for all global crude oils.",True,1,,,,,,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/33debf84-3a1f-497a-9fba-438be44f3952,"Collectively, these partnerships support Pembina's global market access strategy, allow for meaningful Indigenous participation in Canadian energy development, and provide an important large-scale infrastructure platform needed for Alberta-based industries to effectively manage their greenhouse gas emissions and contribute positively to a lower-carbon economy.",True,1,,,,,,0
Shell Canada,http://web.archive.org/web/20191014092912/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2012/first-oil-sands-ccs-project.html,"""Lower CO2 energy sources will grow, but even by 2050 at least 65 per cent of our energy will still come from fossil fuels.",True,1,,,,,,1
Suncor Energy,http://web.archive.org/web/20221007095721/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-05-26-nr-su-corporate-strategy-update-en.pdf?modified=20220907174616,"Suncor plans to accomplish this by reducing emissions in its base business - expanding in areas where the company has existing expertise and where it can continue to lower the cost and carbon profile of the existing base business and assets - and at the same time growing its renewable fuels, electricity, and hydrogen businesses.",True,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123703&lang=en,Up to $6 billion per year of highly visible conventional and low-carbon organic growth opportunities support post-2024 cashflow growth,False,1,,,"highly, low",,,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/a280c537-5f2e-4d14-a653-4cbc5bb0a885,"Our strong commitment to ESG is being demonstrated by the ambitious new projects, partnerships and targets we announced this past year.",True,1,,,new,"ambitious, strong",we,1
Shell Canada,http://web.archive.org/web/20190926171658/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2019/quest-ccs-facility-reaches-major-milestone.html,"""Canada's oil and natural gas sector recognized the need to reduce CO2 emissions and by leveraging technology and Canadian ingenuity, we are delivering impressive results,"" said Tim McKay, President, Canadian Natural Resources Limited.",True,1,,,,,,1
Shell Canada,http://web.archive.org/web/20210218005531/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2021/shell-sells-non-core-canadian-shale-assets-to-crescent-point-energy.html,"Shell's footprint in Canada includes a 40% interest in LNG Canada; shale gas positions in British Columbia (Groundbirch) and shale gas and liquids positions in Alberta (Gold Creek); the Scotford Complex in Alberta, identified as one of Shell's six high-value energy and chemicals parks; investments in cleaner energy including the first waste-to-low-carbon-fuels plant in Québec; and a growing Retail business with around 1,400 Shell-branded sites across Canada, among others.",True,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123736&lang=en,"TGE is currently the third largest onshore wind developer in the US, with a development portfolio of wind and solar projects representing more than 7 GW of renewable generation capacity.",True,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,This issuance further demonstrates Enbridge's commitment to the ESG goals the Company set out in November 2020 and to industry leading performance.,True,1,,,,,,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123769&lang=en,"""The joint venture with Yara to construct a uniquely positioned blue ammonia project demonstrates how our existing conventional asset base is leading to significant lower-carbon infrastructure opportunities.",False,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123703&lang=en,"$0.1 billion floating offshore wind project off the southern coast of France, reflecting the Company's commitment to renewable leadership and innovation.",True,1,,,,,,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123697&lang=en,We've now commissioned our first hydrogen blending pilot facility serving the Utility's customers and commenced construction of our seventh RNG project.,True,1,,,,,,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b5658227-fae2-4f23-a8bf-3fd267417caf,"Pembina views power purchase agreements as an effective tool to support development of renewable energy infrastructure, lower emissions and support the transition to a lower carbon energy system.",True,1,,,,,,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123817&lang=en,It is also investing in new technologies to support the energy transition.,False,1,,,,,,1
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2024/2024-06-06-news-release-rk-remarks-envi-committee-en.pdf?modified=20240614163431&created=20240606222422,Suncor (TSX: SU) (NYSE: SU) President and Chief Executive Officer Rich Kruger says Canada can increase its prosperity for the benefit of all Canadians while also mitigating the impacts of climate change if government and industry work together.,False,1,,,,,,1
Suncor Energy,http://web.archive.org/web/20240405023916/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2024/2024-03-07-nr-fort-mckay-first-nation-and-su-to-partner-on-prospective-os-dev-opportunity-en.pdf?modified=20240307180837,"Building on decades of collaboration, the announcement marks a significant milestone for FMFN, a leader in working with industry to create opportunities for its people while safeguarding the environment, and in Suncor's Journey of Reconciliation.",True,1,,,,,,1
Suncor Energy,http://web.archive.org/web/20220703212548/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-03-25-suncor-energy-doubles-production-capacity-at-st-clair-ethanol-plant-en.pdf?modified=20210902050625,"'The St. Clair Ethanol Plant is the platform for growth of Suncor's biofuels portfolio, and our successful expansion of the plant's capacity not only reinforces our commitment to increasing renewable energy options in Canada but builds on the strength of our relationship with the St. Clair Township and the Sarnia-Lambton Region,' said Jim Provias, vice-president, Renewable Energy.",True,1,,,,successful,our,0
